Date,Company,Open,High,Low,Close,Volume,Daily_Return
2023-04-18,RELIANCE,3572.43,3644.1,3498.79,3597.08,256508,3.134
2023-04-19,RELIANCE,3685.81,3714.5,3665.5,3689.92,233213,2.467
2023-04-20,RELIANCE,3725.35,3755.8,3704.73,3731.3,60795,0.96
2023-04-21,RELIANCE,3696.32,3722.82,3627.33,3635.79,199853,-0.938
2023-04-24,RELIANCE,3693.82,3726.41,3661.35,3702.83,115742,1.596
2023-04-25,RELIANCE,3664.7,3677.51,3655.11,3664.29,147849,-1.03
2023-04-26,RELIANCE,3728.42,3761.07,3715.14,3722.73,168977,1.75
2023-04-27,RELIANCE,3728.22,3791.11,3665.81,3753.23,135791,0.147
2023-04-28,RELIANCE,3724.22,3743.92,3698.48,3720.33,171179,-0.773
2023-05-01,RELIANCE,3556.74,3557.72,3493.7,3521.67,171211,-4.397
2023-05-02,RELIANCE,3490.72,3502.81,3465.3,3483.0,198538,-0.879
2023-05-03,RELIANCE,3472.6,3476.08,3465.52,3468.29,186648,-0.299
2023-05-04,RELIANCE,3531.5,3555.96,3529.15,3540.65,68448,1.823
2023-05-05,RELIANCE,3559.79,3578.52,3559.29,3560.49,72393,0.541
2023-05-08,RELIANCE,3423.57,3450.4,3386.9,3392.38,241334,-3.846
2023-05-09,RELIANCE,3344.68,3346.92,3327.42,3345.69,114748,-1.406
2023-05-10,RELIANCE,3379.97,3398.74,3376.44,3398.28,86244,1.025
2023-05-11,RELIANCE,3560.08,3599.61,3539.89,3573.66,100851,4.761
2023-05-12,RELIANCE,3597.39,3602.12,3567.78,3591.26,55811,0.664
2023-05-15,RELIANCE,3581.26,3617.64,3579.05,3612.24,70380,-0.278
2023-05-16,RELIANCE,3626.8,3640.11,3596.78,3616.64,123985,0.403
2023-05-17,RELIANCE,3624.68,3664.38,3616.78,3648.4,165265,0.222
2023-05-18,RELIANCE,3617.5,3690.22,3553.48,3628.06,134576,-0.847
2023-05-19,RELIANCE,3554.82,3565.56,3546.87,3553.53,238050,-2.019
2023-05-22,RELIANCE,3509.39,3537.44,3492.45,3526.5,62700,-1.242
2023-05-23,RELIANCE,3461.02,3472.2,3452.29,3469.81,232403,-1.857
2023-05-24,RELIANCE,3581.37,3594.97,3515.88,3523.32,186570,3.215
2023-05-25,RELIANCE,3667.36,3673.97,3550.25,3563.3,195348,4.088
2023-05-26,RELIANCE,3507.12,3514.32,3459.51,3469.75,200016,-1.577
2023-05-29,RELIANCE,3453.25,3497.12,3428.82,3447.7,197266,-0.476
2023-05-30,RELIANCE,3418.58,3462.37,3416.26,3423.55,146885,-0.845
2023-05-31,RELIANCE,3483.65,3506.07,3447.77,3497.74,136122,1.756
2023-06-01,RELIANCE,3677.43,3684.15,3673.97,3681.43,101527,5.137
2023-06-02,RELIANCE,3659.55,3666.86,3616.99,3647.67,185040,-0.594
2023-06-05,RELIANCE,3586.8,3627.78,3586.48,3591.53,192949,-1.669
2023-06-06,RELIANCE,3615.1,3653.51,3599.62,3647.15,81168,0.656
2023-06-07,RELIANCE,3735.58,3832.32,3713.93,3723.33,103118,2.425
2023-06-08,RELIANCE,3749.45,3762.14,3738.38,3757.84,155884,0.702
2023-06-09,RELIANCE,3781.22,3797.43,3731.0,3747.9,63037,0.622
2023-06-12,RELIANCE,3830.96,3833.64,3791.04,3801.45,208883,2.216
2023-06-13,RELIANCE,3760.37,3775.82,3735.45,3765.68,172192,-1.081
2023-06-14,RELIANCE,3614.7,3684.97,3556.04,3651.2,278968,-4.009
2023-06-15,RELIANCE,3618.19,3642.3,3606.7,3606.83,189675,-0.904
2023-06-16,RELIANCE,3559.91,3570.0,3550.7,3555.08,80741,-1.301
2023-06-19,RELIANCE,3618.56,3632.24,3597.03,3599.44,224635,1.786
2023-06-20,RELIANCE,3513.96,3550.1,3467.69,3545.02,128449,-2.375
2023-06-21,RELIANCE,3566.8,3593.43,3553.27,3568.51,55894,0.614
2023-06-22,RELIANCE,3489.03,3522.24,3478.43,3496.51,75942,-2.227
2023-06-23,RELIANCE,3471.85,3472.42,3457.77,3471.93,111237,-0.705
2023-06-26,RELIANCE,3468.99,3484.08,3442.95,3480.41,55541,-0.085
2023-06-27,RELIANCE,3484.86,3490.24,3413.71,3454.47,130252,0.128
2023-06-28,RELIANCE,3521.3,3534.24,3456.57,3464.07,118674,1.935
2023-06-29,RELIANCE,3471.75,3491.89,3442.94,3446.57,196575,0.222
2023-06-30,RELIANCE,3410.19,3446.0,3380.72,3383.87,64409,-1.056
2023-07-03,RELIANCE,3304.47,3346.54,3263.54,3287.22,143603,-2.346
2023-07-04,RELIANCE,3296.41,3320.6,3295.22,3316.32,194201,0.279
2023-07-05,RELIANCE,3335.56,3356.97,3313.77,3332.37,198542,0.58
2023-07-06,RELIANCE,3513.15,3564.94,3500.78,3539.4,118231,5.425
2023-07-07,RELIANCE,3516.46,3528.95,3513.74,3525.74,136296,-0.648
2023-07-10,RELIANCE,3572.25,3574.94,3515.02,3521.26,91452,1.319
2023-07-11,RELIANCE,3675.91,3682.38,3671.39,3679.56,132506,4.392
2023-07-12,RELIANCE,3721.99,3755.74,3713.96,3714.09,209439,1.153
2023-07-13,RELIANCE,3670.5,3671.86,3654.74,3671.37,103471,-1.174
2023-07-14,RELIANCE,3622.37,3673.31,3619.35,3652.31,165551,-1.335
2023-07-17,RELIANCE,3724.45,3812.49,3713.36,3741.6,174885,1.975
2023-07-18,RELIANCE,3765.08,3777.1,3714.61,3746.64,198259,0.627
2023-07-19,RELIANCE,3705.0,3736.63,3700.1,3732.24,110375,-1.112
2023-07-20,RELIANCE,3833.43,3834.14,3792.18,3821.65,167221,2.711
2023-07-21,RELIANCE,3881.5,3884.89,3867.16,3880.1,148370,1.566
2023-07-24,RELIANCE,3794.85,3839.7,3763.14,3814.79,224904,-2.197
2023-07-25,RELIANCE,3869.18,3885.42,3854.59,3875.1,61406,1.426
2023-07-26,RELIANCE,3921.66,4006.05,3893.46,3907.09,67938,1.202
2023-07-27,RELIANCE,3980.91,3985.44,3914.25,3967.64,144368,1.889
2023-07-28,RELIANCE,3898.5,3946.32,3853.39,3887.02,224432,-1.742
2023-07-31,RELIANCE,3893.29,3992.44,3881.56,3952.29,113873,0.161
2023-08-01,RELIANCE,3929.18,3974.12,3924.92,3925.49,152922,-0.585
2023-08-02,RELIANCE,3917.36,3991.08,3895.87,3907.58,172505,-0.207
2023-08-03,RELIANCE,3916.79,3969.11,3911.27,3915.17,61942,0.236
2023-08-04,RELIANCE,3866.53,3935.17,3820.37,3855.54,126469,-1.242
2023-08-07,RELIANCE,3928.34,3983.04,3918.52,3971.58,153362,1.888
2023-08-08,RELIANCE,4092.4,4111.11,4089.2,4100.72,197801,3.042
2023-08-09,RELIANCE,4074.43,4084.74,4024.94,4033.47,150789,-0.641
2023-08-10,RELIANCE,4053.85,4139.63,4002.22,4084.11,64208,0.505
2023-08-11,RELIANCE,4045.46,4084.49,3980.1,4018.16,154975,-0.947
2023-08-14,RELIANCE,4018.05,4029.3,3985.52,4006.78,92384,-0.003
2023-08-15,RELIANCE,4042.76,4043.89,4025.86,4028.31,62769,0.898
2023-08-16,RELIANCE,4023.2,4038.09,4012.79,4020.11,185563,-0.127
2023-08-17,RELIANCE,4150.65,4179.58,4136.8,4162.59,248275,3.247
2023-08-18,RELIANCE,4155.74,4174.35,4090.46,4135.88,187341,-0.165
2023-08-21,RELIANCE,4044.74,4151.24,3971.71,4001.93,166988,-2.204
2023-08-22,RELIANCE,3986.39,4035.33,3944.0,3961.77,187554,-0.388
2023-08-23,RELIANCE,3894.55,3973.74,3891.23,3910.62,58645,-1.697
2023-08-24,RELIANCE,3757.77,3785.87,3717.46,3747.84,150877,-3.909
2023-08-25,RELIANCE,3767.65,3787.31,3746.36,3778.4,142229,0.528
2023-08-28,RELIANCE,3802.34,3836.54,3727.79,3749.68,193936,0.634
2023-08-29,RELIANCE,3836.1,3853.56,3806.92,3849.22,224206,2.305
2023-08-30,RELIANCE,3721.15,3763.65,3700.86,3747.69,101400,-3.327
2023-08-31,RELIANCE,3745.89,3755.97,3733.04,3739.36,116651,-0.048
2023-09-01,RELIANCE,3742.64,3767.1,3734.51,3750.54,129643,0.088
2023-09-04,RELIANCE,3726.42,3780.38,3695.01,3712.36,137365,-0.643
2023-09-05,RELIANCE,3868.82,3913.6,3860.24,3898.96,232570,4.215
2023-09-06,RELIANCE,3953.5,4040.46,3885.8,3978.93,104711,1.399
2023-09-07,RELIANCE,4073.69,4082.02,4068.18,4075.24,91679,2.382
2023-09-08,RELIANCE,4159.08,4189.13,4123.21,4173.48,225368,2.057
2023-09-11,RELIANCE,4255.03,4301.88,4237.59,4260.65,230729,1.954
2023-09-12,RELIANCE,4199.12,4236.68,4170.4,4233.86,122019,-1.444
2023-09-13,RELIANCE,4338.37,4400.82,4330.53,4379.74,244520,2.469
2023-09-14,RELIANCE,4394.65,4395.82,4355.9,4359.0,101865,0.34
2023-09-15,RELIANCE,4402.18,4483.87,4353.9,4444.59,79166,0.991
2023-09-18,RELIANCE,4613.97,4647.0,4598.46,4639.33,222411,3.811
2023-09-19,RELIANCE,4732.71,4791.19,4712.52,4744.09,238683,2.013
2023-09-20,RELIANCE,4714.29,4721.6,4681.26,4717.81,160573,-0.628
2023-09-21,RELIANCE,4828.71,4842.22,4757.37,4760.23,212748,2.351
2023-09-22,RELIANCE,4787.15,4852.28,4724.49,4740.2,70330,0.566
2023-09-25,RELIANCE,4456.31,4464.5,4376.07,4382.42,80199,-5.989
2023-09-26,RELIANCE,4493.2,4606.59,4412.3,4457.89,237173,2.528
2023-09-27,RELIANCE,4481.21,4542.59,4429.42,4517.17,131290,0.523
2023-09-28,RELIANCE,4525.32,4608.28,4524.05,4535.32,97889,0.181
2023-09-29,RELIANCE,4478.0,4546.89,4446.35,4506.02,87846,-1.264
2023-10-02,RELIANCE,4592.11,4636.52,4480.16,4533.38,155802,1.911
2023-10-03,RELIANCE,4457.82,4507.99,4445.65,4462.5,218013,-1.667
2023-10-04,RELIANCE,4395.34,4440.5,4366.17,4432.46,162472,-1.505
2023-10-05,RELIANCE,4414.62,4448.0,4411.73,4425.79,147842,-0.403
2023-10-06,RELIANCE,4603.41,4624.66,4561.82,4570.56,190184,4.013
2023-10-09,RELIANCE,4661.09,4718.71,4656.96,4675.37,153780,1.981
2023-10-10,RELIANCE,4696.16,4801.4,4676.89,4801.34,100235,0.445
2023-10-11,RELIANCE,4842.91,4848.96,4705.73,4771.29,149619,0.866
2023-10-12,RELIANCE,4775.29,4835.96,4745.16,4745.42,89082,0.084
2023-10-13,RELIANCE,4704.78,4773.11,4689.41,4707.15,76872,-0.856
2023-10-16,RELIANCE,4737.79,4756.39,4707.96,4739.33,134623,0.651
2023-10-17,RELIANCE,4805.48,4813.38,4787.59,4812.72,123396,1.396
2023-10-18,RELIANCE,4758.58,4832.24,4722.35,4744.24,138042,-1.125
2023-10-19,RELIANCE,4841.7,4866.74,4830.57,4834.18,94229,2.054
2023-10-20,RELIANCE,4979.68,5055.63,4923.22,4925.78,106525,3.01
2023-10-23,RELIANCE,4993.16,5006.92,4947.53,4999.65,207436,1.368
2023-10-24,RELIANCE,4907.32,5006.34,4896.7,4930.89,82467,-1.847
2023-10-25,RELIANCE,4847.97,4882.84,4810.97,4838.47,203936,-1.682
2023-10-26,RELIANCE,4854.02,4866.69,4791.51,4816.48,81886,0.322
2023-10-27,RELIANCE,4828.7,4903.5,4768.87,4769.05,105479,0.254
2023-10-30,RELIANCE,4631.46,4647.94,4595.87,4624.35,99995,-2.885
2023-10-31,RELIANCE,4606.02,4674.64,4532.28,4541.63,163206,-0.396
2023-11-01,RELIANCE,4468.65,4475.36,4440.24,4456.86,178221,-1.607
2023-11-02,RELIANCE,4397.14,4398.95,4373.52,4375.44,149861,-1.34
2023-11-03,RELIANCE,4382.15,4411.18,4344.19,4385.7,129189,0.153
2023-11-06,RELIANCE,4500.32,4525.41,4450.3,4511.23,222386,2.613
2023-11-07,RELIANCE,4535.72,4586.65,4512.25,4582.74,78006,0.543
2023-11-08,RELIANCE,4675.52,4679.07,4660.57,4663.3,210349,2.025
2023-11-09,RELIANCE,4679.78,4753.3,4679.05,4682.36,100551,0.354
2023-11-10,RELIANCE,4727.37,4734.36,4722.27,4733.49,97687,0.961
2023-11-13,RELIANCE,4774.84,4837.28,4765.69,4798.52,159034,0.874
2023-11-14,RELIANCE,4781.66,4840.57,4760.24,4779.68,81081,-0.351
2023-11-15,RELIANCE,4817.54,4819.85,4801.56,4806.3,122773,0.792
2023-11-16,RELIANCE,4739.82,4747.26,4732.11,4734.99,85798,-1.383
2023-11-17,RELIANCE,4741.27,4742.54,4714.15,4741.89,192302,0.133
2023-11-20,RELIANCE,4736.21,4795.1,4690.68,4757.57,153791,-0.12
2023-11-21,RELIANCE,4839.01,4910.82,4821.8,4866.21,149862,1.712
2023-11-22,RELIANCE,4913.75,4940.61,4869.79,4926.78,196186,0.977
2023-11-23,RELIANCE,4720.68,4743.81,4698.56,4721.85,79032,-4.183
2023-11-24,RELIANCE,4644.43,4682.43,4603.38,4603.42,137721,-1.639
2023-11-27,RELIANCE,4585.67,4620.43,4513.84,4611.85,185379,-0.386
2023-11-28,RELIANCE,4936.61,5008.85,4825.2,4841.86,269472,7.042
2023-11-29,RELIANCE,4814.51,4904.38,4766.01,4874.98,165457,-0.565
2023-11-30,RELIANCE,4998.77,5094.56,4942.48,5079.69,203754,2.539
2023-12-01,RELIANCE,5054.43,5079.05,5021.19,5034.42,148357,-0.497
2023-12-04,RELIANCE,5058.48,5068.06,4980.56,5031.32,166540,0.478
2023-12-05,RELIANCE,5233.42,5244.82,5175.29,5238.13,216700,4.017
2023-12-06,RELIANCE,5220.94,5269.06,5214.28,5241.53,181317,-0.328
2023-12-07,RELIANCE,5402.57,5438.03,5359.74,5382.89,254832,3.072
2023-12-08,RELIANCE,5105.22,5115.37,5082.92,5093.7,170430,-5.158
2023-12-11,RELIANCE,5137.44,5170.98,5075.1,5154.18,214723,0.859
2023-12-12,RELIANCE,5168.04,5222.44,5138.44,5141.59,89384,0.269
2023-12-13,RELIANCE,4972.78,5007.11,4845.56,4854.39,215493,-3.283
2023-12-14,RELIANCE,4751.26,4802.85,4718.98,4781.2,174017,-2.124
2023-12-15,RELIANCE,4673.74,4713.64,4662.69,4704.37,92727,-2.248
2023-12-18,RELIANCE,4663.02,4684.57,4626.5,4673.34,191988,-0.879
2023-12-19,RELIANCE,4652.17,4679.97,4586.0,4641.5,68036,-0.453
2023-12-20,RELIANCE,4524.07,4605.48,4518.04,4541.55,149215,-2.53
2023-12-21,RELIANCE,4384.94,4454.59,4350.17,4424.77,258516,-3.448
2023-12-22,RELIANCE,4555.9,4570.1,4517.29,4568.64,188101,2.963
2023-12-25,RELIANCE,4620.16,4644.86,4579.15,4626.09,157030,1.128
2023-12-26,RELIANCE,4729.01,4772.72,4709.03,4760.43,163862,2.225
2023-12-27,RELIANCE,4827.23,4889.94,4768.23,4887.32,208233,1.403
2023-12-28,RELIANCE,4920.24,4942.32,4885.33,4916.63,206193,0.673
2023-12-29,RELIANCE,5103.58,5159.3,5083.83,5143.16,115827,3.802
2024-01-01,RELIANCE,5104.68,5119.98,5079.86,5113.69,149176,-0.748
2022-01-03,TCS,3301.43,3338.18,3277.69,3310.74,202275,3.17
2022-01-04,TCS,3312.98,3340.33,3284.04,3294.13,118185,0.068
2022-01-05,TCS,3330.45,3347.96,3317.84,3342.2,190906,1.102
2022-01-06,TCS,3250.52,3291.65,3235.22,3280.18,226091,-2.743
2022-01-07,TCS,3348.23,3404.54,3319.68,3333.5,188924,2.075
2022-01-10,TCS,3187.14,3203.42,3146.13,3181.72,100089,-4.391
2022-01-11,TCS,3075.72,3114.51,3068.59,3096.4,67840,-3.332
2022-01-12,TCS,3043.47,3078.93,2974.49,3009.21,89046,-1.709
2022-01-13,TCS,2961.26,2979.88,2914.98,2978.71,111487,-1.594
2022-01-14,TCS,3063.41,3118.88,3049.64,3101.63,93668,2.843
2022-01-17,TCS,3000.36,3036.51,2964.46,2995.59,192047,-3.265
2022-01-18,TCS,2995.04,3005.05,2980.51,2994.14,160332,-0.018
2022-01-19,TCS,2998.54,3049.02,2984.5,3018.03,79378,0.147
2022-01-20,TCS,2957.03,2981.52,2892.44,2918.05,151902,-2.021
2022-01-21,TCS,2910.16,2939.9,2894.31,2921.45,148789,-0.27
2022-01-24,TCS,3051.87,3075.83,3018.08,3050.04,260871,4.464
2022-01-25,TCS,3044.61,3075.49,3000.91,3053.61,147342,-0.178
2022-01-26,TCS,3114.52,3212.78,3030.61,3069.43,220785,1.995
2022-01-27,TCS,2995.95,3004.0,2985.59,2996.41,215020,-2.394
2022-01-28,TCS,2960.19,2965.43,2909.04,2961.84,129591,-1.209
2022-01-31,TCS,3077.41,3081.63,3058.27,3077.89,87450,3.902
2022-02-01,TCS,3015.45,3041.75,3014.51,3034.74,154581,-2.028
2022-02-02,TCS,3196.02,3205.02,3181.25,3202.99,182563,5.314
2022-02-03,TCS,2978.78,3000.47,2905.6,2972.09,244564,-7.0
2022-02-04,TCS,3013.68,3053.6,2994.38,2997.34,166052,1.399
2022-02-07,TCS,2946.49,2978.55,2883.69,2941.25,159477,-1.697
2022-02-08,TCS,2920.6,2983.35,2874.05,2910.45,125103,-0.702
2022-02-09,TCS,2948.27,2965.66,2945.47,2949.51,169823,1.299
2022-02-10,TCS,3005.75,3068.75,3002.27,3067.93,157655,1.907
2022-02-11,TCS,2963.93,2976.51,2941.83,2971.83,189910,-3.39
2022-02-14,TCS,3053.13,3069.18,3001.13,3060.58,144689,2.736
2022-02-15,TCS,3015.76,3080.57,2940.65,3071.66,141282,-1.465
2022-02-16,TCS,3014.32,3035.03,2981.93,3005.5,68057,-1.867
2022-02-17,TCS,3036.81,3086.68,3006.37,3008.64,90217,1.042
2022-02-18,TCS,2827.36,2836.27,2814.07,2823.16,233947,-6.025
2022-02-21,TCS,2876.61,2882.31,2875.08,2880.77,194453,1.893
2022-02-22,TCS,2809.91,2837.67,2797.97,2830.29,140868,-2.46
2022-02-23,TCS,2927.9,2936.65,2859.47,2879.14,237057,3.449
2022-02-24,TCS,2737.66,2754.52,2718.17,2747.59,211308,-4.914
2022-02-25,TCS,2653.75,2701.81,2623.87,2648.7,243097,-3.415
2022-02-28,TCS,2599.22,2609.24,2529.15,2592.78,149824,-1.868
2022-03-01,TCS,2561.02,2627.42,2554.21,2575.88,160986,-1.225
2022-03-02,TCS,2574.76,2606.55,2557.55,2591.55,55761,-0.043
2022-03-03,TCS,2632.99,2646.51,2584.88,2603.17,133300,1.599
2022-03-04,TCS,2614.95,2624.14,2601.06,2609.24,98190,0.453
2022-03-07,TCS,2593.92,2604.86,2564.79,2574.56,156060,-0.587
2022-03-08,TCS,2543.04,2566.47,2520.83,2564.63,193551,-1.224
2022-03-09,TCS,2563.42,2570.54,2546.23,2562.74,58918,-0.048
2022-03-10,TCS,2587.5,2607.49,2553.16,2582.86,200676,0.966
2022-03-11,TCS,2619.6,2692.26,2611.35,2620.83,99553,1.422
2022-03-14,TCS,2562.07,2575.95,2536.25,2544.44,133063,-2.242
2022-03-15,TCS,2593.36,2629.31,2575.94,2621.69,206418,1.923
2022-03-16,TCS,2710.46,2799.25,2672.79,2752.26,256643,3.386
2022-03-17,TCS,2797.36,2809.85,2765.35,2798.84,200120,1.638
2022-03-18,TCS,2875.35,2888.34,2863.19,2875.39,119635,2.733
2022-03-21,TCS,2895.97,2961.45,2847.76,2893.75,193772,0.716
2022-03-22,TCS,2898.37,2927.36,2896.07,2908.21,93687,0.16
2022-03-23,TCS,2812.37,2815.44,2789.04,2803.44,168649,-3.295
2022-03-24,TCS,2837.34,2844.22,2813.81,2838.25,58715,1.209
2022-03-25,TCS,2834.92,2855.16,2829.57,2845.14,182089,-0.118
2022-03-28,TCS,2826.41,2847.78,2748.49,2820.25,192407,-0.658
2022-03-29,TCS,2867.6,2908.38,2860.38,2898.99,150121,1.679
2022-03-30,TCS,2899.97,2903.74,2878.98,2889.53,119375,0.034
2022-03-31,TCS,2945.23,2968.21,2903.11,2946.8,83490,1.928
2022-04-01,TCS,2952.49,3010.73,2911.86,2946.16,86329,0.193
2022-04-04,TCS,2973.86,2981.96,2953.73,2972.2,190009,0.94
2022-04-05,TCS,3080.81,3086.1,3036.05,3074.0,184074,3.654
2022-04-06,TCS,3214.58,3223.34,3180.52,3193.96,122010,4.573
2022-04-07,TCS,3143.49,3180.53,3109.68,3149.21,119221,-1.58
2022-04-08,TCS,3079.31,3137.79,3059.65,3121.87,241747,-2.219
2022-04-11,TCS,3203.86,3269.17,3106.96,3210.25,78569,2.626
2022-04-12,TCS,3097.73,3140.52,3066.08,3117.79,222081,-3.505
2022-04-13,TCS,3071.83,3111.74,3052.76,3056.49,107160,-1.474
2022-04-14,TCS,3084.75,3085.82,3059.09,3079.08,215890,0.925
2022-04-15,TCS,3134.3,3152.32,3131.7,3137.05,154213,1.793
2022-04-18,TCS,3112.53,3131.66,3091.6,3118.31,189571,-0.782
2022-04-19,TCS,3125.09,3178.13,3112.49,3146.24,151262,0.217
2022-04-20,TCS,3174.17,3186.71,3155.55,3157.64,93092,0.888
2022-04-21,TCS,3038.0,3131.02,2993.33,3035.19,156289,-3.789
2022-04-22,TCS,3014.26,3055.68,2975.38,2986.03,142364,-0.69
2022-04-25,TCS,3070.64,3137.86,3012.01,3061.17,160833,2.833
2022-04-26,TCS,3165.71,3197.33,3132.51,3170.03,219620,3.415
2022-04-27,TCS,3204.0,3232.19,3197.63,3229.74,191057,1.072
2022-04-28,TCS,3189.98,3278.5,3177.97,3264.53,115332,-1.231
2022-04-29,TCS,3027.12,3027.37,3000.05,3025.98,139747,-7.272
2022-05-02,TCS,3117.48,3163.12,3095.73,3107.0,112241,3.024
2022-05-03,TCS,3096.1,3139.17,3054.39,3109.38,139142,-0.351
2022-05-04,TCS,3235.97,3250.33,3221.61,3227.47,268773,4.071
2022-05-05,TCS,3332.23,3387.24,3239.08,3379.65,245843,3.246
2022-05-06,TCS,3425.53,3482.52,3389.29,3464.14,209353,1.358
2022-05-09,TCS,3509.15,3561.09,3496.0,3537.83,83603,1.299
2022-05-10,TCS,3694.86,3767.51,3673.35,3676.34,200768,4.439
2022-05-11,TCS,3664.31,3673.24,3629.58,3668.05,77987,-0.327
2022-05-12,TCS,3566.2,3593.96,3538.14,3554.13,217607,-2.777
2022-05-13,TCS,3484.44,3495.51,3470.59,3475.98,115816,-1.961
2022-05-16,TCS,3618.97,3682.64,3602.95,3637.65,231365,4.114
2022-05-17,TCS,3560.91,3576.18,3547.18,3574.38,167057,-2.11
2022-05-18,TCS,3704.35,3716.25,3649.07,3680.98,111954,3.636
2022-05-19,TCS,3655.09,3711.38,3539.16,3708.85,82004,-0.703
2022-05-20,TCS,3704.98,3727.18,3664.47,3684.93,76267,-0.104
2022-05-23,TCS,3626.92,3647.26,3577.48,3602.16,76797,-1.574
2022-05-24,TCS,3621.91,3634.89,3599.78,3628.9,100277,0.548
2022-05-25,TCS,3605.45,3666.38,3592.73,3602.83,101713,-0.646
2022-05-26,TCS,3541.09,3585.7,3535.93,3557.92,88517,-1.714
2022-05-27,TCS,3550.71,3619.32,3517.46,3546.18,184622,-0.203
2022-05-30,TCS,3603.79,3695.66,3595.96,3672.25,94601,1.625
2022-05-31,TCS,3578.69,3579.43,3562.94,3570.71,145530,-2.548
2022-06-01,TCS,3736.98,3764.4,3699.54,3751.41,89626,4.657
2022-06-02,TCS,3784.31,3809.2,3691.39,3781.21,173350,0.877
2022-06-03,TCS,3787.16,3850.82,3782.7,3841.94,71902,0.157
2022-06-06,TCS,4009.78,4024.6,3933.76,3967.57,76530,4.369
2022-06-07,TCS,3841.45,3855.41,3797.82,3808.35,220709,-3.179
2022-06-08,TCS,3742.17,3752.16,3703.41,3731.52,222234,-1.738
2022-06-09,TCS,3849.65,3876.69,3834.98,3865.41,223897,3.166
2022-06-10,TCS,3938.75,4060.82,3827.12,3964.75,203704,1.897
2022-06-13,TCS,4019.75,4081.5,3987.72,4030.7,169910,1.387
2022-06-14,TCS,4078.91,4111.35,4031.6,4050.5,135903,1.196
2022-06-15,TCS,3986.08,4022.6,3982.61,4001.26,140393,-1.59
2022-06-16,TCS,4092.29,4136.51,4014.59,4107.3,122318,2.275
2022-06-17,TCS,4229.66,4248.98,4197.98,4224.02,158744,2.979
2022-06-20,TCS,4108.91,4128.29,4004.86,4100.34,124163,-2.725
2022-06-21,TCS,3956.26,3996.46,3917.81,3944.24,94181,-3.514
2022-06-22,TCS,4014.58,4027.08,3969.74,3985.85,231684,1.783
2022-06-23,TCS,4075.64,4154.91,3978.21,4015.46,192646,2.253
2022-06-24,TCS,4104.22,4114.58,4093.19,4113.03,77209,2.21
2022-06-27,TCS,4230.44,4273.72,4186.34,4211.05,81861,2.855
2022-06-28,TCS,4198.49,4208.71,4195.13,4208.19,145408,-0.298
2022-06-29,TCS,4222.91,4244.09,4133.2,4154.53,52837,0.35
2022-06-30,TCS,4268.57,4286.25,4240.11,4252.91,231167,2.745
2022-07-01,TCS,4305.06,4409.88,4261.28,4379.34,85267,1.226
2022-07-04,TCS,4169.61,4191.95,4126.85,4182.15,76844,-4.789
2022-07-05,TCS,4288.44,4313.44,4254.1,4257.77,139932,2.541
2022-07-06,TCS,4239.62,4281.89,4187.32,4213.13,162630,-0.426
2022-07-07,TCS,4041.55,4042.05,3936.69,4015.83,208610,-4.073
2022-07-08,TCS,3980.47,4020.07,3952.62,3972.47,190256,-0.881
2022-07-11,TCS,4084.38,4090.2,4041.51,4083.2,164388,2.817
2022-07-12,TCS,3986.34,4042.93,3931.22,3961.56,67755,-2.372
2022-07-13,TCS,3977.94,4008.59,3966.67,3973.94,149602,0.413
2022-07-14,TCS,4001.27,4018.69,3964.63,4015.98,74074,0.688
2022-07-15,TCS,3880.61,3977.01,3836.4,3884.76,232927,-3.371
2022-07-18,TCS,3896.97,3899.07,3884.48,3886.02,200200,0.314
2022-07-19,TCS,4073.47,4114.7,4062.43,4079.51,124185,4.824
2022-07-20,TCS,4169.19,4178.61,4153.22,4173.03,134976,2.198
2022-07-21,TCS,4153.31,4186.56,4144.25,4153.83,84058,-0.472
2022-07-22,TCS,4069.06,4146.19,4038.43,4041.93,195865,-2.041
2022-07-25,TCS,4007.2,4031.11,3992.52,4021.39,158193,-0.859
2022-07-26,TCS,4061.36,4084.7,3983.91,4063.89,89510,0.994
2022-07-27,TCS,3872.1,3913.74,3852.08,3866.05,185298,-4.72
2022-07-28,TCS,4050.43,4104.93,4039.22,4084.48,104690,4.769
2022-07-29,TCS,4060.65,4068.1,4053.5,4055.81,180543,-0.583
2022-08-01,TCS,4077.08,4132.02,4044.63,4052.03,135417,0.524
2022-08-02,TCS,4124.67,4137.0,4058.17,4069.18,136008,1.793
2022-08-03,TCS,4098.37,4136.82,4062.6,4083.07,160032,0.717
2022-08-04,TCS,4104.55,4127.6,4078.39,4101.79,203012,0.526
2022-08-05,TCS,4107.38,4146.64,4043.65,4107.42,126842,0.136
2022-08-08,TCS,4286.45,4313.19,4279.23,4283.18,89463,4.359
2022-08-09,TCS,4209.66,4263.96,4138.85,4167.81,146954,-1.716
2022-08-10,TCS,4290.66,4308.7,4267.84,4283.1,211049,2.948
2022-08-11,TCS,4413.44,4416.97,4384.21,4408.78,77401,3.043
2022-08-12,TCS,4349.75,4360.87,4284.39,4296.38,210788,-1.339
2022-08-15,TCS,4256.03,4261.3,4175.31,4236.37,176517,-0.939
2022-08-16,TCS,4240.0,4323.55,4221.26,4316.83,104101,0.086
2022-08-17,TCS,4291.37,4305.95,4259.19,4261.2,139552,-0.59
