Series_reference,Group
BDCQ.SEA2DA,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DS,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2DT,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2EA,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ES,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2ET,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FA,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FS,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2FT,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GA,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GS,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2GT,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HA,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HS,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2HT,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
BDCQ.SEA2IA,Industry by employment variable
